Node_Label,ID_,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_display,cat_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude
592219,592219,not238-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D8A4BB,592219,,
507210,507210,not238-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,507210,,
592313,592313,not238-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E749D4,592313,,
378104,378104,now1-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,378104,,
37095,37095,nwc19-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,7ECB2D,37095,,
161001,161001,nwc19-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CFC994,161001,,
115684,115684,nwc19-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,96AEDF,115684,,
123223,123223,nwc19-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE7D36,123223,,
213604,213604,nwc19-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE636E,213604,,
218198,218198,nwc19-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE83E7,218198,,
381257,381257,nwc19-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,381257,,
593275,593275,nwc19-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,593275,,
590624,590624,nwc19-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,590624,,
152785,152785,nwc20-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE9C63,152785,,
358992,358992,nwc20-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E83B24,358992,,
576055,576055,nwc21-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3BD89C,576055,,
47207,47207,pb1344-olt-2_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,47207,,
12402,12402,pb1344-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,63DDAF,12402,,
31410,31410,pb1344-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,7ECED1,31410,,
98702,98702,pb1344-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE95D0,98702,,
568317,568317,pb1344-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CFA80F,568317,,
613935,613935,pb1344-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,613935,,
138397,138397,pb1344-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE604C,138397,,
169370,169370,pb1344-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D58D18,169370,,
221599,221599,pb1344-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,221599,,
379429,379429,pb1344-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D4D8A7,379429,,
401388,401388,pb1344-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,401388,,
165464,165464,pb1344-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,165464,,
212588,212588,pb1344-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D810EF,212588,,
305291,305291,pb1344-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,305291,,
366093,366093,pb1344-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,366093,,
236342,236342,pb1353-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E700C5,236342,,
385144,385144,pb1353-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,385144,,
638342,638342,ply20-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,638342,,
270691,270691,pol1-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CD4445,270691,,
318251,318251,pol1-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CD1E3B,318251,,
553576,553576,pol1-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CD3E7F,553576,,
583990,583990,pol1-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,EA2567,583990,,
619279,619279,pol1-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,EB23E4,619279,,
638994,638994,pol1-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,638994,,
75632,75632,por69-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,968DCA,75632,,
330354,330354,por69-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CD8E9C,330354,,
372944,372944,por69-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,372944,,
511909,511909,por69-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D7DEE5,511909,,
589909,589909,por69-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,589909,,
49923,49923,por71-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,49923,,
157135,157135,por71-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,157135,,
464028,464028,por71-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,0,464028,,
632471,632471,por71-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,632471,,
186207,186207,pre2-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE65D9,186207,,
307028,307028,pre2-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E7DB38,307028,,
85691,85691,rea282-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,85691,,
178004,178004,rea282-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,178004,,
395068,395068,rea282-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,395068,,
611013,611013,rea282-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,611013,,
214362,214362,rea282-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D7EB40,214362,,
554824,554824,rea282-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D4F0AD,554824,,
463340,463340,rea283-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D83ACF,463340,,
538273,538273,rea283-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,538273,,
583169,583169,rea283-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,583169,,
600153,600153,rea283-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CD0B4D,600153,,
603494,603494,rea283-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,EB2489,603494,,
71088,71088,ren1-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,96F161,71088,,
293359,293359,ren1-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D7D74A,293359,,
472767,472767,ren1-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,472767,,
274942,274942,ren1-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,274942,,
314934,314934,ren1-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,314934,,
514807,514807,ren1-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,514807,,
643202,643202,ren1-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E7F4C5,643202,,
347212,347212,ren1-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,347212,,
378474,378474,ren1-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,378474,,
85807,85807,rot36-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AD8362,85807,,
259372,259372,rot36-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,259372,,
299290,299290,rot36-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,299290,,
324855,324855,rot36-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,324855,,
431664,431664,rot36-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D8A44C,431664,,
554399,554399,rot36-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,554399,,
94356,94356,se372-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,968A33,94356,,
355587,355587,se372-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,355587,,
490274,490274,se372-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,490274,,
382230,382230,se372-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AEEF24,382230,,
574011,574011,se372-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,574011,,
611245,611245,se372-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,EA2652,611245,,
13759,13759,se383-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,5B82B5,13759,,
269376,269376,se383-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CD7D0A,269376,,
334004,334004,se383-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CE1F08,334004,,
579058,579058,se383-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,579058,,
120008,120008,se383-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE4DE4,120008,,
344977,344977,se383-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CE1790,344977,,
537925,537925,se383-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D8830B,537925,,
643073,643073,se383-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,643073,,
331637,331637,she503-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E77180,331637,,
398404,398404,she503-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,398404,,
329570,329570,she504-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CD80DA,329570,,
267529,267529,she504-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,267529,,
585499,585499,she504-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,585499,,
591725,591725,she504-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,591725,,
167637,167637,slo664-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AEA168,167637,,
114222,114222,slo664-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,964B17,114222,,
124209,124209,slo664-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE6398,124209,,
237240,237240,slo664-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,237240,,
257645,257645,slo664-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D825EF,257645,,
416019,416019,slo664-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CE84C5,416019,,
574895,574895,slo664-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,574895,,
633356,633356,slo664-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,633356,,
127427,127427,sol1-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE7918,127427,,
521034,521034,sol1-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E6E4D1,521034,,
265280,265280,sol1-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,265280,,
546714,546714,sol1-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D01246,546714,,
523362,523362,sol1-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,523362,,
30442,30442,str80-olt-2_SECONDARY,gpon2,254.0.0.1,N,,ONT,,78C298,30442,,
490198,490198,str80-olt-2_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,490198,,
314653,314653,str80-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,314653,,
600594,600594,str80-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D75375,600594,,
382031,382031,sun17-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,CE8530,382031,,
537333,537333,sun18-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E83951,537333,,
77122,77122,swi42-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,77122,,
204776,204776,swi42-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,204776,,
588090,588090,swi42-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,588090,,
562679,562679,swi42-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D89AEA,562679,,
177407,177407,swi43-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,D4B8F2,177407,,
532607,532607,swi43-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,532607,,
592455,592455,wk245-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,430D70,592455,,
121525,121525,wol7-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,AE2595,121525,,
551133,551133,wol7-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3B9049,551133,,
577851,577851,wol7-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3B9B0B,577851,,
239650,239650,wol8-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,239650,,
557945,557945,wol8-olt-5_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,557945,,
442946,442946,wol8-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,442946,,
593754,593754,wol8-olt-7_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,593754,,
69097,69097,wor56-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,850638,69097,,
383026,383026,wor56-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,383026,,
475237,475237,wor56-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E734D6,475237,,
119904,119904,wor56-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,119904,,
558809,558809,wrc2664-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,558809,,
99466,99466,wrc2665-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,99466,,
617741,617741,wrc2666-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,E6F47E,617741,,
189954,189954,wsm16-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,189954,,
131597,131597,yo94291-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3B98C4,131597,,
131914,131914,yo94291-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3BD97E,131914,,
131925,131925,yo94291-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3BE340,131925,,
133144,133144,yo94291-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,42FDCB,133144,,
133720,133720,yo94291-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,133720,,
134004,134004,yo94291-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,43122C,134004,,
293451,293451,yo94291-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3BE25B,293451,,
220656,220656,yo94292-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,430F1A,220656,,
390763,390763,yo94292-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3BDB35,390763,,
637801,637801,yo94292-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,637801,,
109834,109834,yo94298-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,109834,,
131479,131479,yo94298-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3BE783,131479,,
134761,134761,yo94298-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,42FBC8,134761,,
167865,167865,yo94298-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3BD943,167865,,
214856,214856,yo94298-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3BD91B,214856,,
219816,219816,yo94298-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,3BE2CB,219816,,
643639,643639,yo94298-olt-1_SECONDARY,gpon2,254.0.0.1,N,,ONT,,,643639,,
462356,462356,yo94298-olt-3_SECONDARY,gpon2,254.0.0.1,N,,ONT,,EA22E2,462356,,
