Node_Label, ID_, Parent_Foreign_Id, Parent_Foreign_Source, IP_Management, MgmtType_, svc_Forced, cat_type, cat_region, Asset_serialNumber, Asset_assetNumber, Asset_latitude, Asset_longitude
bse46-olt-3_PRIMARY, bse46-olt-3_PRIMARY, bse46-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
cb332-olt-3_PRIMARY, cb332-olt-3_PRIMARY, cb332-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
cb332-olt-5_PRIMARY, cb332-olt-5_PRIMARY, cb332-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
cb332-olt-7_PRIMARY, cb332-olt-7_PRIMARY, cb332-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
cch1-olt-5_PRIMARY, cch1-olt-5_PRIMARY, cch1-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
cha2-olt-1_PRIMARY, cha2-olt-1_PRIMARY, cha2-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
cha2-olt-3_PRIMARY, cha2-olt-3_PRIMARY, cha2-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
chr75-olt-1_PRIMARY, chr75-olt-1_PRIMARY, chr75-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
cov744-olt-10_PRIMARY, cov744-olt-10_PRIMARY, cov744-olt-10, gpon2, , N, , PRIMARY_NODE, , , , , 
cov744-olt-2_PRIMARY, cov744-olt-2_PRIMARY, cov744-olt-2, gpon2, , N, , PRIMARY_NODE, , , , , 
cov744-olt-3_PRIMARY, cov744-olt-3_PRIMARY, cov744-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
cov744-olt-5_PRIMARY, cov744-olt-5_PRIMARY, cov744-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
cov745-olt-2_PRIMARY, cov745-olt-2_PRIMARY, cov745-olt-2, gpon2, , N, , PRIMARY_NODE, , , , , 
cov745-olt-3_PRIMARY, cov745-olt-3_PRIMARY, cov745-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
cov745-olt-5_PRIMARY, cov745-olt-5_PRIMARY, cov745-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
cov745-olt-7_PRIMARY, cov745-olt-7_PRIMARY, cov745-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
cov746-olt-1_PRIMARY, cov746-olt-1_PRIMARY, cov746-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
cov746-olt-3_PRIMARY, cov746-olt-3_PRIMARY, cov746-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
cov746-olt-5_PRIMARY, cov746-olt-5_PRIMARY, cov746-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
crw24-olt-1_PRIMARY, crw24-olt-1_PRIMARY, crw24-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
dd49-olt-1_PRIMARY, dd49-olt-1_PRIMARY, dd49-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
dd49-olt-3_PRIMARY, dd49-olt-3_PRIMARY, dd49-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
dd49-olt-5_PRIMARY, dd49-olt-5_PRIMARY, dd49-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
der87-olt-1_PRIMARY, der87-olt-1_PRIMARY, der87-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
der87-olt-5_PRIMARY, der87-olt-5_PRIMARY, der87-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
der89-olt-1_PRIMARY, der89-olt-1_PRIMARY, der89-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
der89-olt-3_PRIMARY, der89-olt-3_PRIMARY, der89-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
dew1945-olt-3_PRIMARY, dew1945-olt-3_PRIMARY, dew1945-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
dew1945-olt-5_PRIMARY, dew1945-olt-5_PRIMARY, dew1945-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
don29-olt-1_PRIMARY, don29-olt-1_PRIMARY, don29-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
don29-olt-5_PRIMARY, don29-olt-5_PRIMARY, don29-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
don29-olt-7_PRIMARY, don29-olt-7_PRIMARY, don29-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
eas3-olt-1_PRIMARY, eas3-olt-1_PRIMARY, eas3-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
eas3-olt-3_PRIMARY, eas3-olt-3_PRIMARY, eas3-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
edi1193-olt-1_PRIMARY, edi1193-olt-1_PRIMARY, edi1193-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
edi1193-olt-3_PRIMARY, edi1193-olt-3_PRIMARY, edi1193-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
edi1194-olt-1_PRIMARY, edi1194-olt-1_PRIMARY, edi1194-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
edi1194-olt-3_PRIMARY, edi1194-olt-3_PRIMARY, edi1194-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
edi1195-olt-1_PRIMARY, edi1195-olt-1_PRIMARY, edi1195-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
gla1207-olt-1_PRIMARY, gla1207-olt-1_PRIMARY, gla1207-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
gla1209-olt-1_PRIMARY, gla1209-olt-1_PRIMARY, gla1209-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
gla1210-olt-1_PRIMARY, gla1210-olt-1_PRIMARY, gla1210-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
gla1210-olt-5_PRIMARY, gla1210-olt-5_PRIMARY, gla1210-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
gla1211-olt-1_PRIMARY, gla1211-olt-1_PRIMARY, gla1211-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
gla1211-olt-5_PRIMARY, gla1211-olt-5_PRIMARY, gla1211-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
gla1213-olt-1_PRIMARY, gla1213-olt-1_PRIMARY, gla1213-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
gla1214-olt-1_PRIMARY, gla1214-olt-1_PRIMARY, gla1214-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
gla1215-olt-1_PRIMARY, gla1215-olt-1_PRIMARY, gla1215-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
glo204-olt-1_PRIMARY, glo204-olt-1_PRIMARY, glo204-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
har10419-olt-1_PRIMARY, har10419-olt-1_PRIMARY, har10419-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
har10420-olt-2_PRIMARY, har10420-olt-2_PRIMARY, har10420-olt-2, gpon2, , N, , PRIMARY_NODE, , , , , 
har10421-olt-3_PRIMARY, har10421-olt-3_PRIMARY, har10421-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
har10425-olt-3_PRIMARY, har10425-olt-3_PRIMARY, har10425-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
hav1-olt-1_PRIMARY, hav1-olt-1_PRIMARY, hav1-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
hrt1-olt-3_PRIMARY, hrt1-olt-3_PRIMARY, hrt1-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
hud434-olt-1_PRIMARY, hud434-olt-1_PRIMARY, hud434-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
hud435-olt-1_PRIMARY, hud435-olt-1_PRIMARY, hud435-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
hud435-olt-3_PRIMARY, hud435-olt-3_PRIMARY, hud435-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
inv2484-olt-1_PRIMARY, inv2484-olt-1_PRIMARY, inv2484-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
inv2484-olt-3_PRIMARY, inv2484-olt-3_PRIMARY, inv2484-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
ips192-olt-1_PRIMARY, ips192-olt-1_PRIMARY, ips192-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
ips192-olt-3_PRIMARY, ips192-olt-3_PRIMARY, ips192-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
ket1-olt-1_PRIMARY, ket1-olt-1_PRIMARY, ket1-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
ket1-olt-3_PRIMARY, ket1-olt-3_PRIMARY, ket1-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
ket1-olt-5_PRIMARY, ket1-olt-5_PRIMARY, ket1-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
lec191-olt-1_PRIMARY, lec191-olt-1_PRIMARY, lec191-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
lec191-olt-3_PRIMARY, lec191-olt-3_PRIMARY, lec191-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
lec192-olt-3_PRIMARY, lec192-olt-3_PRIMARY, lec192-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
lec208-olt-1_PRIMARY, lec208-olt-1_PRIMARY, lec208-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
lec208-olt-3_PRIMARY, lec208-olt-3_PRIMARY, lec208-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
lec208-olt-5_PRIMARY, lec208-olt-5_PRIMARY, lec208-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
lec209-olt-1_PRIMARY, lec209-olt-1_PRIMARY, lec209-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1957-olt-1_PRIMARY, lee1957-olt-1_PRIMARY, lee1957-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1957-olt-3_PRIMARY, lee1957-olt-3_PRIMARY, lee1957-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1957-olt-5_PRIMARY, lee1957-olt-5_PRIMARY, lee1957-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1959-olt-1_PRIMARY, lee1959-olt-1_PRIMARY, lee1959-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1959-olt-3_PRIMARY, lee1959-olt-3_PRIMARY, lee1959-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1959-olt-7_PRIMARY, lee1959-olt-7_PRIMARY, lee1959-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1961-olt-1_PRIMARY, lee1961-olt-1_PRIMARY, lee1961-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1961-olt-10_PRIMARY, lee1961-olt-10_PRIMARY, lee1961-olt-10, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1985-olt-1_PRIMARY, lee1985-olt-1_PRIMARY, lee1985-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1985-olt-3_PRIMARY, lee1985-olt-3_PRIMARY, lee1985-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
lee1985-olt-7_PRIMARY, lee1985-olt-7_PRIMARY, lee1985-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
low108-olt-1_PRIMARY, low108-olt-1_PRIMARY, low108-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
low108-olt-3_PRIMARY, low108-olt-3_PRIMARY, low108-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
low108-olt-5_PRIMARY, low108-olt-5_PRIMARY, low108-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
lut3-olt-1_PRIMARY, lut3-olt-1_PRIMARY, lut3-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
mdh78-olt-1_PRIMARY, mdh78-olt-1_PRIMARY, mdh78-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
mdh78-olt-5_PRIMARY, mdh78-olt-5_PRIMARY, mdh78-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
mid1-olt-1_PRIMARY, mid1-olt-1_PRIMARY, mid1-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
mk901-olt-10_PRIMARY, mk901-olt-10_PRIMARY, mk901-olt-10, gpon2, , N, , PRIMARY_NODE, , , , , 
mk901-olt-2_PRIMARY, mk901-olt-2_PRIMARY, mk901-olt-2, gpon2, , N, , PRIMARY_NODE, , , , , 
mk901-olt-3_PRIMARY, mk901-olt-3_PRIMARY, mk901-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
mk901-olt-5_PRIMARY, mk901-olt-5_PRIMARY, mk901-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
mk901-olt-7_PRIMARY, mk901-olt-7_PRIMARY, mk901-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
mk938-olt-2_PRIMARY, mk938-olt-2_PRIMARY, mk938-olt-2, gpon2, , N, , PRIMARY_NODE, , , , , 
mk938-olt-3_PRIMARY, mk938-olt-3_PRIMARY, mk938-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
mk938-olt-5_PRIMARY, mk938-olt-5_PRIMARY, mk938-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
mk938-olt-7_PRIMARY, mk938-olt-7_PRIMARY, mk938-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
nor340-olt-1_PRIMARY, nor340-olt-1_PRIMARY, nor340-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
nor340-olt-3_PRIMARY, nor340-olt-3_PRIMARY, nor340-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
nor340-olt-5_PRIMARY, nor340-olt-5_PRIMARY, nor340-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
nor341-olt-1_PRIMARY, nor341-olt-1_PRIMARY, nor341-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
nor341-olt-3_PRIMARY, nor341-olt-3_PRIMARY, nor341-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
nor341-olt-7_PRIMARY, nor341-olt-7_PRIMARY, nor341-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
not238-olt-1_PRIMARY, not238-olt-1_PRIMARY, not238-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
not238-olt-3_PRIMARY, not238-olt-3_PRIMARY, not238-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
not238-olt-5_PRIMARY, not238-olt-5_PRIMARY, not238-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
now1-olt-1_PRIMARY, now1-olt-1_PRIMARY, now1-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
nwc19-olt-1_PRIMARY, nwc19-olt-1_PRIMARY, nwc19-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
nwc19-olt-3_PRIMARY, nwc19-olt-3_PRIMARY, nwc19-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
nwc19-olt-7_PRIMARY, nwc19-olt-7_PRIMARY, nwc19-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
nwc20-olt-1_PRIMARY, nwc20-olt-1_PRIMARY, nwc20-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
nwc21-olt-3_PRIMARY, nwc21-olt-3_PRIMARY, nwc21-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
pb1344-olt-2_PRIMARY, pb1344-olt-2_PRIMARY, pb1344-olt-2, gpon2, , N, , PRIMARY_NODE, , , , , 
pb1344-olt-3_PRIMARY, pb1344-olt-3_PRIMARY, pb1344-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
pb1344-olt-5_PRIMARY, pb1344-olt-5_PRIMARY, pb1344-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
pb1344-olt-7_PRIMARY, pb1344-olt-7_PRIMARY, pb1344-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
pb1353-olt-1_PRIMARY, pb1353-olt-1_PRIMARY, pb1353-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
pb1353-olt-3_PRIMARY, pb1353-olt-3_PRIMARY, pb1353-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
ply20-olt-1_PRIMARY, ply20-olt-1_PRIMARY, ply20-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
pol1-olt-1_PRIMARY, pol1-olt-1_PRIMARY, pol1-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
pol1-olt-3_PRIMARY, pol1-olt-3_PRIMARY, pol1-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
pol1-olt-7_PRIMARY, pol1-olt-7_PRIMARY, pol1-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
por69-olt-1_PRIMARY, por69-olt-1_PRIMARY, por69-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
por69-olt-3_PRIMARY, por69-olt-3_PRIMARY, por69-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
por71-olt-1_PRIMARY, por71-olt-1_PRIMARY, por71-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
por71-olt-3_PRIMARY, por71-olt-3_PRIMARY, por71-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
pre2-olt-1_PRIMARY, pre2-olt-1_PRIMARY, pre2-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
rea282-olt-1_PRIMARY, rea282-olt-1_PRIMARY, rea282-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
rea282-olt-3_PRIMARY, rea282-olt-3_PRIMARY, rea282-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
rea282-olt-5_PRIMARY, rea282-olt-5_PRIMARY, rea282-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
rea283-olt-1_PRIMARY, rea283-olt-1_PRIMARY, rea283-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
rea283-olt-3_PRIMARY, rea283-olt-3_PRIMARY, rea283-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
rea283-olt-5_PRIMARY, rea283-olt-5_PRIMARY, rea283-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
ren1-olt-1_PRIMARY, ren1-olt-1_PRIMARY, ren1-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
ren1-olt-3_PRIMARY, ren1-olt-3_PRIMARY, ren1-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
ren1-olt-5_PRIMARY, ren1-olt-5_PRIMARY, ren1-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
rot36-olt-1_PRIMARY, rot36-olt-1_PRIMARY, rot36-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
rot36-olt-3_PRIMARY, rot36-olt-3_PRIMARY, rot36-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
rot36-olt-5_PRIMARY, rot36-olt-5_PRIMARY, rot36-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
se372-olt-1_PRIMARY, se372-olt-1_PRIMARY, se372-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
se372-olt-3_PRIMARY, se372-olt-3_PRIMARY, se372-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
se372-olt-5_PRIMARY, se372-olt-5_PRIMARY, se372-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
se372-olt-7_PRIMARY, se372-olt-7_PRIMARY, se372-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
se383-olt-1_PRIMARY, se383-olt-1_PRIMARY, se383-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
se383-olt-3_PRIMARY, se383-olt-3_PRIMARY, se383-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
se383-olt-7_PRIMARY, se383-olt-7_PRIMARY, se383-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
she503-olt-1_PRIMARY, she503-olt-1_PRIMARY, she503-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
she503-olt-3_PRIMARY, she503-olt-3_PRIMARY, she503-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
she504-olt-1_PRIMARY, she504-olt-1_PRIMARY, she504-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
she504-olt-3_PRIMARY, she504-olt-3_PRIMARY, she504-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
slo664-olt-1_PRIMARY, slo664-olt-1_PRIMARY, slo664-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
slo664-olt-3_PRIMARY, slo664-olt-3_PRIMARY, slo664-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
sol1-olt-1_PRIMARY, sol1-olt-1_PRIMARY, sol1-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
sol1-olt-3_PRIMARY, sol1-olt-3_PRIMARY, sol1-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
sol1-olt-5_PRIMARY, sol1-olt-5_PRIMARY, sol1-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
sol1-olt-7_PRIMARY, sol1-olt-7_PRIMARY, sol1-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
str80-olt-2_PRIMARY, str80-olt-2_PRIMARY, str80-olt-2, gpon2, , N, , PRIMARY_NODE, , , , , 
str80-olt-3_PRIMARY, str80-olt-3_PRIMARY, str80-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
sun17-olt-1_PRIMARY, sun17-olt-1_PRIMARY, sun17-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
sun18-olt-1_PRIMARY, sun18-olt-1_PRIMARY, sun18-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
swi42-olt-1_PRIMARY, swi42-olt-1_PRIMARY, swi42-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
swi42-olt-3_PRIMARY, swi42-olt-3_PRIMARY, swi42-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
swi42-olt-5_PRIMARY, swi42-olt-5_PRIMARY, swi42-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
swi43-olt-1_PRIMARY, swi43-olt-1_PRIMARY, swi43-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
swi43-olt-3_PRIMARY, swi43-olt-3_PRIMARY, swi43-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
wk245-olt-5_PRIMARY, wk245-olt-5_PRIMARY, wk245-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
wol7-olt-1_PRIMARY, wol7-olt-1_PRIMARY, wol7-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
wol7-olt-7_PRIMARY, wol7-olt-7_PRIMARY, wol7-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
wol8-olt-3_PRIMARY, wol8-olt-3_PRIMARY, wol8-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
wol8-olt-5_PRIMARY, wol8-olt-5_PRIMARY, wol8-olt-5, gpon2, , N, , PRIMARY_NODE, , , , , 
wol8-olt-7_PRIMARY, wol8-olt-7_PRIMARY, wol8-olt-7, gpon2, , N, , PRIMARY_NODE, , , , , 
wor56-olt-1_PRIMARY, wor56-olt-1_PRIMARY, wor56-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
wor56-olt-3_PRIMARY, wor56-olt-3_PRIMARY, wor56-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
wrc2664-olt-3_PRIMARY, wrc2664-olt-3_PRIMARY, wrc2664-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
wrc2665-olt-1_PRIMARY, wrc2665-olt-1_PRIMARY, wrc2665-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
wrc2666-olt-1_PRIMARY, wrc2666-olt-1_PRIMARY, wrc2666-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
wsm16-olt-1_PRIMARY, wsm16-olt-1_PRIMARY, wsm16-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
yo94291-olt-1_PRIMARY, yo94291-olt-1_PRIMARY, yo94291-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
yo94292-olt-1_PRIMARY, yo94292-olt-1_PRIMARY, yo94292-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
yo94298-olt-1_PRIMARY, yo94298-olt-1_PRIMARY, yo94298-olt-1, gpon2, , N, , PRIMARY_NODE, , , , , 
yo94298-olt-3_PRIMARY, yo94298-olt-3_PRIMARY, yo94298-olt-3, gpon2, , N, , PRIMARY_NODE, , , , , 
, , , gpon2, , , , , , , , , 
LT1-blk1-olt-301_SECONDARY, LT1-blk1-olt-301_SECONDARY, LT1-blk1-olt-301_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT1-blk1-olt-302_SECONDARY, LT1-blk1-olt-302_SECONDARY, LT1-blk1-olt-302_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT1-lou3-olt-301_SECONDARY, LT1-lou3-olt-301_SECONDARY, LT1-lou3-olt-301_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT1-mid1-olt-503_SECONDARY, LT1-mid1-olt-503_SECONDARY, LT1-mid1-olt-503_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT1-mid10337-olt-301_SECONDARY, LT1-mid10337-olt-301_SECONDARY, LT1-mid10337-olt-301_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT1-she504-olt-702_SECONDARY, LT1-she504-olt-702_SECONDARY, LT1-she504-olt-702_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT1-she506-olt-101_SECONDARY, LT1-she506-olt-101_SECONDARY, LT1-she506-olt-101_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT1-test301-olt-101_SECONDARY, LT1-test301-olt-101_SECONDARY, LT1-test301-olt-101_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-gry1-olt-303_SECONDARY, LT2-gry1-olt-303_SECONDARY, LT2-gry1-olt-303_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-hav1-olt-303_SECONDARY, LT2-hav1-olt-303_SECONDARY, LT2-hav1-olt-303_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-hav1-olt-304_SECONDARY, LT2-hav1-olt-304_SECONDARY, LT2-hav1-olt-304_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-lou3-olt-101_SECONDARY, LT2-lou3-olt-101_SECONDARY, LT2-lou3-olt-101_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-mid1-olt-502_SECONDARY, LT2-mid1-olt-502_SECONDARY, LT2-mid1-olt-502_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-mid1-olt-504_SECONDARY, LT2-mid1-olt-504_SECONDARY, LT2-mid1-olt-504_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-not238-olt-701_SECONDARY, LT2-not238-olt-701_SECONDARY, LT2-not238-olt-701_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-not238-olt-702_SECONDARY, LT2-not238-olt-702_SECONDARY, LT2-not238-olt-702_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-she503-olt-502_SECONDARY, LT2-she503-olt-502_SECONDARY, LT2-she503-olt-502_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-she504-olt-702_SECONDARY, LT2-she504-olt-702_SECONDARY, LT2-she504-olt-702_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
