Node_Label, ID_, Parent_Foreign_Id, Parent_Foreign_Source, IP_Management, MgmtType_, svc_Forced, cat_type, cat_region, Asset_serialNumber, Asset_assetNumber, Asset_latitude, Asset_longitude
LT2-sun18-olt-501_SECONDARY, LT2-sun18-olt-501_SECONDARY, LT2-sun18-olt-501_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
LT2-sun19-olt-302_SECONDARY, LT2-sun19-olt-302_SECONDARY, LT2-sun19-olt-302_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
abd860-olt-2_SECONDARY, abd860-olt-2_SECONDARY, abd860-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
abd860-olt-3_SECONDARY, abd860-olt-3_SECONDARY, abd860-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
abd860-olt-5_SECONDARY, abd860-olt-5_SECONDARY, abd860-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
abd873-olt-10_SECONDARY, abd873-olt-10_SECONDARY, abd873-olt-10_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
abd873-olt-2_SECONDARY, abd873-olt-2_SECONDARY, abd873-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
abd873-olt-3_SECONDARY, abd873-olt-3_SECONDARY, abd873-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
abd873-olt-5_SECONDARY, abd873-olt-5_SECONDARY, abd873-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bar9-olt-1_SECONDARY, bar9-olt-1_SECONDARY, bar9-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bar9-olt-3_SECONDARY, bar9-olt-3_SECONDARY, bar9-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bn1-olt-8_SECONDARY, bn1-olt-8_SECONDARY, bn1-olt-8_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bn7344-olt-3_SECONDARY, bn7344-olt-3_SECONDARY, bn7344-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bn7344-olt-4_SECONDARY, bn7344-olt-4_SECONDARY, bn7344-olt-4_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bn7348-olt-2_SECONDARY, bn7348-olt-2_SECONDARY, bn7348-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bn7349-olt-2_SECONDARY, bn7349-olt-2_SECONDARY, bn7349-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bn7349-olt-3_SECONDARY, bn7349-olt-3_SECONDARY, bn7349-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bn7349-olt-4_SECONDARY, bn7349-olt-4_SECONDARY, bn7349-olt-4_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bog28-olt-3_SECONDARY, bog28-olt-3_SECONDARY, bog28-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bou20868-olt-1_SECONDARY, bou20868-olt-1_SECONDARY, bou20868-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bou20868-olt-3_SECONDARY, bou20868-olt-3_SECONDARY, bou20868-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bou8420-olt-1_SECONDARY, bou8420-olt-1_SECONDARY, bou8420-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bou8420-olt-3_SECONDARY, bou8420-olt-3_SECONDARY, bou8420-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bou8420-olt-5_SECONDARY, bou8420-olt-5_SECONDARY, bou8420-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bra369-olt-1_SECONDARY, bra369-olt-1_SECONDARY, bra369-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bra371-olt-3_SECONDARY, bra371-olt-3_SECONDARY, bra371-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
brh3-olt-1_SECONDARY, brh3-olt-1_SECONDARY, brh3-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
brh4-olt-1_SECONDARY, brh4-olt-1_SECONDARY, brh4-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
brk280-olt-1_SECONDARY, brk280-olt-1_SECONDARY, brk280-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
brk280-olt-3_SECONDARY, brk280-olt-3_SECONDARY, brk280-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
brk280-olt-5_SECONDARY, brk280-olt-5_SECONDARY, brk280-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bse46-olt-1_SECONDARY, bse46-olt-1_SECONDARY, bse46-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
bse46-olt-3_SECONDARY, bse46-olt-3_SECONDARY, bse46-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cb332-olt-3_SECONDARY, cb332-olt-3_SECONDARY, cb332-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cb332-olt-5_SECONDARY, cb332-olt-5_SECONDARY, cb332-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cb332-olt-7_SECONDARY, cb332-olt-7_SECONDARY, cb332-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cch1-olt-5_SECONDARY, cch1-olt-5_SECONDARY, cch1-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cha2-olt-1_SECONDARY, cha2-olt-1_SECONDARY, cha2-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cha2-olt-3_SECONDARY, cha2-olt-3_SECONDARY, cha2-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
chr75-olt-1_SECONDARY, chr75-olt-1_SECONDARY, chr75-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov744-olt-10_SECONDARY, cov744-olt-10_SECONDARY, cov744-olt-10_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov744-olt-2_SECONDARY, cov744-olt-2_SECONDARY, cov744-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov744-olt-3_SECONDARY, cov744-olt-3_SECONDARY, cov744-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov744-olt-5_SECONDARY, cov744-olt-5_SECONDARY, cov744-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov745-olt-2_SECONDARY, cov745-olt-2_SECONDARY, cov745-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov745-olt-3_SECONDARY, cov745-olt-3_SECONDARY, cov745-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov745-olt-5_SECONDARY, cov745-olt-5_SECONDARY, cov745-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov745-olt-7_SECONDARY, cov745-olt-7_SECONDARY, cov745-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov746-olt-1_SECONDARY, cov746-olt-1_SECONDARY, cov746-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov746-olt-3_SECONDARY, cov746-olt-3_SECONDARY, cov746-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
cov746-olt-5_SECONDARY, cov746-olt-5_SECONDARY, cov746-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
crw24-olt-1_SECONDARY, crw24-olt-1_SECONDARY, crw24-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
dd49-olt-1_SECONDARY, dd49-olt-1_SECONDARY, dd49-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
dd49-olt-3_SECONDARY, dd49-olt-3_SECONDARY, dd49-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
dd49-olt-5_SECONDARY, dd49-olt-5_SECONDARY, dd49-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
der87-olt-1_SECONDARY, der87-olt-1_SECONDARY, der87-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
der87-olt-5_SECONDARY, der87-olt-5_SECONDARY, der87-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
der89-olt-1_SECONDARY, der89-olt-1_SECONDARY, der89-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
der89-olt-3_SECONDARY, der89-olt-3_SECONDARY, der89-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
dew1945-olt-3_SECONDARY, dew1945-olt-3_SECONDARY, dew1945-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
dew1945-olt-5_SECONDARY, dew1945-olt-5_SECONDARY, dew1945-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
don29-olt-1_SECONDARY, don29-olt-1_SECONDARY, don29-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
don29-olt-5_SECONDARY, don29-olt-5_SECONDARY, don29-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
don29-olt-7_SECONDARY, don29-olt-7_SECONDARY, don29-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
eas3-olt-1_SECONDARY, eas3-olt-1_SECONDARY, eas3-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
eas3-olt-3_SECONDARY, eas3-olt-3_SECONDARY, eas3-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
edi1193-olt-1_SECONDARY, edi1193-olt-1_SECONDARY, edi1193-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
edi1193-olt-3_SECONDARY, edi1193-olt-3_SECONDARY, edi1193-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
edi1194-olt-1_SECONDARY, edi1194-olt-1_SECONDARY, edi1194-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
edi1194-olt-3_SECONDARY, edi1194-olt-3_SECONDARY, edi1194-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
edi1195-olt-1_SECONDARY, edi1195-olt-1_SECONDARY, edi1195-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
gla1207-olt-1_SECONDARY, gla1207-olt-1_SECONDARY, gla1207-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
gla1209-olt-1_SECONDARY, gla1209-olt-1_SECONDARY, gla1209-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
gla1210-olt-1_SECONDARY, gla1210-olt-1_SECONDARY, gla1210-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
gla1210-olt-5_SECONDARY, gla1210-olt-5_SECONDARY, gla1210-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
gla1211-olt-1_SECONDARY, gla1211-olt-1_SECONDARY, gla1211-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
gla1211-olt-5_SECONDARY, gla1211-olt-5_SECONDARY, gla1211-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
gla1213-olt-1_SECONDARY, gla1213-olt-1_SECONDARY, gla1213-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
gla1214-olt-1_SECONDARY, gla1214-olt-1_SECONDARY, gla1214-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
gla1215-olt-1_SECONDARY, gla1215-olt-1_SECONDARY, gla1215-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
glo204-olt-1_SECONDARY, glo204-olt-1_SECONDARY, glo204-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
har10419-olt-1_SECONDARY, har10419-olt-1_SECONDARY, har10419-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
har10420-olt-2_SECONDARY, har10420-olt-2_SECONDARY, har10420-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
har10421-olt-3_SECONDARY, har10421-olt-3_SECONDARY, har10421-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
har10425-olt-3_SECONDARY, har10425-olt-3_SECONDARY, har10425-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
hav1-olt-1_SECONDARY, hav1-olt-1_SECONDARY, hav1-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
hrt1-olt-3_SECONDARY, hrt1-olt-3_SECONDARY, hrt1-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
hud434-olt-1_SECONDARY, hud434-olt-1_SECONDARY, hud434-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
hud435-olt-1_SECONDARY, hud435-olt-1_SECONDARY, hud435-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
hud435-olt-3_SECONDARY, hud435-olt-3_SECONDARY, hud435-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
inv2484-olt-1_SECONDARY, inv2484-olt-1_SECONDARY, inv2484-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
inv2484-olt-3_SECONDARY, inv2484-olt-3_SECONDARY, inv2484-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
ips192-olt-1_SECONDARY, ips192-olt-1_SECONDARY, ips192-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
ips192-olt-3_SECONDARY, ips192-olt-3_SECONDARY, ips192-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
ket1-olt-1_SECONDARY, ket1-olt-1_SECONDARY, ket1-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
ket1-olt-3_SECONDARY, ket1-olt-3_SECONDARY, ket1-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
ket1-olt-5_SECONDARY, ket1-olt-5_SECONDARY, ket1-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lec191-olt-1_SECONDARY, lec191-olt-1_SECONDARY, lec191-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lec191-olt-3_SECONDARY, lec191-olt-3_SECONDARY, lec191-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lec192-olt-3_SECONDARY, lec192-olt-3_SECONDARY, lec192-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lec208-olt-1_SECONDARY, lec208-olt-1_SECONDARY, lec208-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lec208-olt-3_SECONDARY, lec208-olt-3_SECONDARY, lec208-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lec208-olt-5_SECONDARY, lec208-olt-5_SECONDARY, lec208-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lec209-olt-1_SECONDARY, lec209-olt-1_SECONDARY, lec209-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1957-olt-1_SECONDARY, lee1957-olt-1_SECONDARY, lee1957-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1957-olt-3_SECONDARY, lee1957-olt-3_SECONDARY, lee1957-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1957-olt-5_SECONDARY, lee1957-olt-5_SECONDARY, lee1957-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1959-olt-1_SECONDARY, lee1959-olt-1_SECONDARY, lee1959-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1959-olt-3_SECONDARY, lee1959-olt-3_SECONDARY, lee1959-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1959-olt-7_SECONDARY, lee1959-olt-7_SECONDARY, lee1959-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1961-olt-1_SECONDARY, lee1961-olt-1_SECONDARY, lee1961-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1961-olt-10_SECONDARY, lee1961-olt-10_SECONDARY, lee1961-olt-10_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1985-olt-1_SECONDARY, lee1985-olt-1_SECONDARY, lee1985-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1985-olt-3_SECONDARY, lee1985-olt-3_SECONDARY, lee1985-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lee1985-olt-7_SECONDARY, lee1985-olt-7_SECONDARY, lee1985-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
low108-olt-1_SECONDARY, low108-olt-1_SECONDARY, low108-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
low108-olt-3_SECONDARY, low108-olt-3_SECONDARY, low108-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
low108-olt-5_SECONDARY, low108-olt-5_SECONDARY, low108-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
lut3-olt-1_SECONDARY, lut3-olt-1_SECONDARY, lut3-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mdh78-olt-1_SECONDARY, mdh78-olt-1_SECONDARY, mdh78-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mdh78-olt-5_SECONDARY, mdh78-olt-5_SECONDARY, mdh78-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mid1-olt-1_SECONDARY, mid1-olt-1_SECONDARY, mid1-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mk901-olt-10_SECONDARY, mk901-olt-10_SECONDARY, mk901-olt-10_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mk901-olt-2_SECONDARY, mk901-olt-2_SECONDARY, mk901-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mk901-olt-3_SECONDARY, mk901-olt-3_SECONDARY, mk901-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mk901-olt-5_SECONDARY, mk901-olt-5_SECONDARY, mk901-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mk901-olt-7_SECONDARY, mk901-olt-7_SECONDARY, mk901-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mk938-olt-2_SECONDARY, mk938-olt-2_SECONDARY, mk938-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mk938-olt-3_SECONDARY, mk938-olt-3_SECONDARY, mk938-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mk938-olt-5_SECONDARY, mk938-olt-5_SECONDARY, mk938-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
mk938-olt-7_SECONDARY, mk938-olt-7_SECONDARY, mk938-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nor340-olt-1_SECONDARY, nor340-olt-1_SECONDARY, nor340-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nor340-olt-3_SECONDARY, nor340-olt-3_SECONDARY, nor340-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nor340-olt-5_SECONDARY, nor340-olt-5_SECONDARY, nor340-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nor341-olt-1_SECONDARY, nor341-olt-1_SECONDARY, nor341-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nor341-olt-3_SECONDARY, nor341-olt-3_SECONDARY, nor341-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nor341-olt-7_SECONDARY, nor341-olt-7_SECONDARY, nor341-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
not238-olt-1_SECONDARY, not238-olt-1_SECONDARY, not238-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
not238-olt-3_SECONDARY, not238-olt-3_SECONDARY, not238-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
not238-olt-5_SECONDARY, not238-olt-5_SECONDARY, not238-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
now1-olt-1_SECONDARY, now1-olt-1_SECONDARY, now1-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nwc19-olt-1_SECONDARY, nwc19-olt-1_SECONDARY, nwc19-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nwc19-olt-3_SECONDARY, nwc19-olt-3_SECONDARY, nwc19-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nwc19-olt-7_SECONDARY, nwc19-olt-7_SECONDARY, nwc19-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nwc20-olt-1_SECONDARY, nwc20-olt-1_SECONDARY, nwc20-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
nwc21-olt-3_SECONDARY, nwc21-olt-3_SECONDARY, nwc21-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pb1344-olt-2_SECONDARY, pb1344-olt-2_SECONDARY, pb1344-olt-2_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pb1344-olt-3_SECONDARY, pb1344-olt-3_SECONDARY, pb1344-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pb1344-olt-5_SECONDARY, pb1344-olt-5_SECONDARY, pb1344-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pb1344-olt-7_SECONDARY, pb1344-olt-7_SECONDARY, pb1344-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pb1353-olt-1_SECONDARY, pb1353-olt-1_SECONDARY, pb1353-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pb1353-olt-3_SECONDARY, pb1353-olt-3_SECONDARY, pb1353-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
ply20-olt-1_SECONDARY, ply20-olt-1_SECONDARY, ply20-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pol1-olt-1_SECONDARY, pol1-olt-1_SECONDARY, pol1-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pol1-olt-3_SECONDARY, pol1-olt-3_SECONDARY, pol1-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pol1-olt-7_SECONDARY, pol1-olt-7_SECONDARY, pol1-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
por69-olt-1_SECONDARY, por69-olt-1_SECONDARY, por69-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
por69-olt-3_SECONDARY, por69-olt-3_SECONDARY, por69-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
por71-olt-1_SECONDARY, por71-olt-1_SECONDARY, por71-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
por71-olt-3_SECONDARY, por71-olt-3_SECONDARY, por71-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
pre2-olt-1_SECONDARY, pre2-olt-1_SECONDARY, pre2-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
rea282-olt-1_SECONDARY, rea282-olt-1_SECONDARY, rea282-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
rea282-olt-3_SECONDARY, rea282-olt-3_SECONDARY, rea282-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
rea282-olt-5_SECONDARY, rea282-olt-5_SECONDARY, rea282-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
rea283-olt-1_SECONDARY, rea283-olt-1_SECONDARY, rea283-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
rea283-olt-3_SECONDARY, rea283-olt-3_SECONDARY, rea283-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
rea283-olt-5_SECONDARY, rea283-olt-5_SECONDARY, rea283-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
ren1-olt-1_SECONDARY, ren1-olt-1_SECONDARY, ren1-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
ren1-olt-3_SECONDARY, ren1-olt-3_SECONDARY, ren1-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
ren1-olt-5_SECONDARY, ren1-olt-5_SECONDARY, ren1-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
rot36-olt-1_SECONDARY, rot36-olt-1_SECONDARY, rot36-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
rot36-olt-3_SECONDARY, rot36-olt-3_SECONDARY, rot36-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
rot36-olt-5_SECONDARY, rot36-olt-5_SECONDARY, rot36-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
se372-olt-1_SECONDARY, se372-olt-1_SECONDARY, se372-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
se372-olt-3_SECONDARY, se372-olt-3_SECONDARY, se372-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
se372-olt-5_SECONDARY, se372-olt-5_SECONDARY, se372-olt-5_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
se372-olt-7_SECONDARY, se372-olt-7_SECONDARY, se372-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
se383-olt-1_SECONDARY, se383-olt-1_SECONDARY, se383-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
se383-olt-3_SECONDARY, se383-olt-3_SECONDARY, se383-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
se383-olt-7_SECONDARY, se383-olt-7_SECONDARY, se383-olt-7_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
she503-olt-1_SECONDARY, she503-olt-1_SECONDARY, she503-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
she503-olt-3_SECONDARY, she503-olt-3_SECONDARY, she503-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
she504-olt-1_SECONDARY, she504-olt-1_SECONDARY, she504-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
she504-olt-3_SECONDARY, she504-olt-3_SECONDARY, she504-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
slo664-olt-1_SECONDARY, slo664-olt-1_SECONDARY, slo664-olt-1_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
slo664-olt-3_SECONDARY, slo664-olt-3_SECONDARY, slo664-olt-3_PRIMARY, gpon2, , N, , SECONDARY_NODE, , , , , 
